policy,seed,episode,cumulative_regret
epsilon_greedy,2026,137,8.0973
epsilon_greedy,2026,138,8.0973
epsilon_greedy,2026,139,8.0973
epsilon_greedy,2026,140,8.0973
epsilon_greedy,2026,141,8.2863
epsilon_greedy,2026,142,8.2863
epsilon_greedy,2026,143,8.2863
epsilon_greedy,2026,144,8.2863
epsilon_greedy,2026,145,8.2863
epsilon_greedy,2026,146,8.2863
epsilon_greedy,2026,147,8.2863
epsilon_greedy,2026,148,8.2863
epsilon_greedy,2026,149,8.2863
epsilon_greedy,2026,150,8.2863
random,2026,1,0.0
random,2026,2,0.3605
random,2026,3,0.6275
random,2026,4,1.1175
random,2026,5,1.1175
random,2026,6,1.1175
random,2026,7,1.1175
random,2026,8,1.6756
random,2026,9,1.9803
random,2026,10,2.4638
random,2026,11,2.7023
random,2026,12,2.9023
random,2026,13,3.3363
random,2026,14,4.1117
random,2026,15,4.643
random,2026,16,5.401
random,2026,17,5.9678
random,2026,18,5.9678
random,2026,19,5.9678
random,2026,20,5.9678
random,2026,21,5.9678
random,2026,22,6.2461
random,2026,23,6.7245
random,2026,24,6.7245
random,2026,25,7.174
random,2026,26,7.174
random,2026,27,7.174
random,2026,28,7.27
random,2026,29,7.617
random,2026,30,7.9487
random,2026,31,7.9487
random,2026,32,8.3242
random,2026,33,8.8106
random,2026,34,8.8263
random,2026,35,9.1843
random,2026,36,9.6549
random,2026,37,10.7402
random,2026,38,11.0687
random,2026,39,11.3229
random,2026,40,11.3229
random,2026,41,12.0034
random,2026,42,12.1848
random,2026,43,12.1848
random,2026,44,13.2666
random,2026,45,13.6861
random,2026,46,14.3257
random,2026,47,14.3299
random,2026,48,14.6729
random,2026,49,14.8041
random,2026,50,15.2859
random,2026,51,16.7487
random,2026,52,17.197
random,2026,53,17.51
random,2026,54,17.8865
random,2026,55,17.8865
random,2026,56,18.2525
random,2026,57,18.579
random,2026,58,19.0691
random,2026,59,19.5222
random,2026,60,19.8222
random,2026,61,19.8222
random,2026,62,20.3019
random,2026,63,20.7914
random,2026,64,20.9439
random,2026,65,22.1002
random,2026,66,22.1002
random,2026,67,22.5122
random,2026,68,22.8712
random,2026,69,23.1162
random,2026,70,23.6027
random,2026,71,23.6046
random,2026,72,24.0396
random,2026,73,24.4071
random,2026,74,25.0052
random,2026,75,25.3243
random,2026,76,25.9282
random,2026,77,26.4118
random,2026,78,26.895
random,2026,79,26.895
random,2026,80,27.11
random,2026,81,27.11
random,2026,82,27.11
random,2026,83,27.11
random,2026,84,27.4322
random,2026,85,27.8057
random,2026,86,28.5985
random,2026,87,28.5985
random,2026,88,28.979
random,2026,89,29.367
random,2026,90,29.422
random,2026,91,29.7676
random,2026,92,29.7676
random,2026,93,29.7969
random,2026,94,29.7969
random,2026,95,29.7969
random,2026,96,30.1629
random,2026,97,30.1629
random,2026,98,30.5701
random,2026,99,31.0437
random,2026,100,31.3872
random,2026,101,31.8693
random,2026,102,32.2043
random,2026,103,32.4657
random,2026,104,32.9489
random,2026,105,32.9705
random,2026,106,33.16
random,2026,107,33.16
random,2026,108,33.3046
random,2026,109,33.8134
random,2026,110,34.2666
random,2026,111,34.7469
random,2026,112,34.7496
random,2026,113,35.1824
random,2026,114,35.8405
random,2026,115,35.8405
random,2026,116,36.2155
random,2026,117,36.3428
random,2026,118,36.3428
random,2026,119,36.3428
random,2026,120,36.3428
random,2026,121,36.8244
random,2026,122,37.3031
random,2026,123,37.8064
random,2026,124,38.2474
random,2026,125,38.3144
random,2026,126,38.6319
random,2026,127,38.6319
random,2026,128,39.0306
random,2026,129,39.2591
random,2026,130,39.2591
random,2026,131,39.3577
random,2026,132,39.6117
random,2026,133,39.8426
random,2026,134,40.3463
random,2026,135,41.0081
random,2026,136,41.4191
random,2026,137,41.4191
random,2026,138,41.7306
random,2026,139,42.0683
random,2026,140,42.5561
random,2026,141,42.7451
random,2026,142,43.1056
random,2026,143,43.5626
random,2026,144,43.8586
random,2026,145,44.3312
random,2026,146,44.7407
random,2026,147,45.8365
random,2026,148,45.8365
random,2026,149,46.2235
random,2026,150,46.5221
